Accession,ALL_19769_B-cell,ALL_23953_B-cell,ALL_28373_B-cell,ALL_9335_B-cell,ALL_9692_B-cell,ALL_14749_B-cell,ALL_17281_B-cell,ALL_19183_B-cell,ALL_20414_B-cell,ALL_21302_B-cell,ALL_549_B-cell,ALL_17929_B-cell,ALL_20185_B-cell,ALL_11103_B-cell,ALL_18239_B-cell,ALL_5982_B-cell,ALL_7092_B-cell,ALL_R11_B-cell,ALL_R23_B-cell,ALL_16415_T-cell,ALL_19881_T-cell,ALL_9186_T-cell,ALL_9723_T-cell,ALL_17269_T-cell,ALL_14402_T-cell,ALL_17638_T-cell,ALL_22474_T-cell,AML_12,AML_13,AML_14,AML_16,AML_20,AML_1,AML_2,AML_3,AML_5,AML_6,AML_7,"
"
M34516_r_at,4120,2029,1926,725,2037,559,991,786,371,5924,9380,640,877,6492,789,641,652,955,3629,3348,690,890,1085,640,818,1223,811,6797,1594,5851,6253,1192,1176,845,2990,1130,1005,2276,"
"
D32129_f_at,7118,6779,8732,5586,10294,7372,15435,15728,3104,12875,8098,7563,12554,3711,16322,4768,13713,13714,5292,14580,5243,2633,6380,3847,5138,12962,1795,7268,6073,18095,12239,6274,8723,11384,15224,8454,7371,9063,"
"
HG1515-HT1515_f_at,2829,3935,3033,3839,2774,3696,3052,5917,4746,9194,3085,4367,10397,5112,3190,6100,4813,3175,3028,4197,3848,3362,7454,4415,6223,4972,4455,5662,3294,3695,4665,4015,5974,4981,5350,3622,4598,4656,"
"
HG2915-HT3059_f_at,7531,5252,2911,3481,6014,4912,9826,11837,3198,4628,5218,4757,12561,438,4150,3574,6722,7874,1653,8445,3383,3314,4965,2184,3277,5473,1567,4869,2880,14698,9255,3633,8217,6040,10426,3486,8714,7908,"
"
HG2917-HT3061_f_at,7632,5700,3719,4150,5645,4499,11134,12184,3615,5627,4725,5358,13745,533,3865,3197,6488,7487,2490,7445,3274,3158,4445,2399,3348,5416,1441,5752,3243,12738,10499,2688,8120,4822,10238,3540,8341,9322,"
"
K02405_f_at,2730,1383,593,562,1232,1133,3130,1980,573,862,5046,2548,5050,705,1409,654,1354,1099,755,772,208,357,582,246,236,486,199,602,1221,2261,1293,1054,1459,789,1831,1866,2153,2202,"
"
X00351_f_at,21210,17558,18530,20530,16998,14925,17084,19599,19112,22677,22483,12044,15569,868,7595,19009,10928,16565,15845,21059,24284,33638,22300,20367,18571,20761,19696,16033,10461,26861,17479,11182,16875,9185,21780,21615,24509,18027,"
"
X01677_f_at,13771,13818,15619,18707,11529,23032,15408,13935,15038,14750,17487,15680,11338,2518,16023,14012,17510,13509,17145,15097,17372,27972,15589,18407,17649,13972,23572,13945,16720,18335,16801,16520,13858,19231,15522,17674,14571,15508,"
"
HG658-HT658_f_at,14476,8955,8443,9541,15739,11348,15086,14741,4700,10971,10694,10250,13479,10409,16303,10672,12816,15087,6654,13686,6557,3632,7638,6042,6011,11387,2145,8105,7771,16619,13587,11301,10546,9357,13534,10144,10371,12284,"
"
U29175_at,1582,743,626,552,572,219,1322,1636,2076,917,453,1661,2173,3707,295,1456,404,1982,949,624,753,1157,1775,756,1972,732,1387,454,391,412,393,286,428,314,208,385,687,248,"
"
